,0
הַנִּיחֵהוּ,הניחהו
בְּכִכָּר,בכיכר
לְנָשְׁכָהּ,לנושכה
שֶׁעִנְיָנָם,שעניינם
תְשַׂחַק,תשחק
הַשְׁקֵנִי,השקני
הַשְׁקוֹת,השקות
הַשְׁקֵה,השקה
לְקִדּוּשָׁיו,לקידושיו
לַמְּקַדֵּשׁ,למקדש
בַּכְּשֵׁרִים,בכשרים
כָּפְרָה,כפרה
וְהִכְחִישָׁה,והכחישה
נְבוֹנַת,נבונת
לַחַשׁ,לחש
וּמַכֶּרֶת,ומכרת
וּמַבְחֶנֶת,ומבחנת
לְמָאַן,למאן
סְכָלָה,סכלה
לְמֵאוּן,למיאון
מַבְחֶנֶת,מבחנת
וְהַקִּדּוּשִׁין,והקידושין
רָצָת,רצת
שֶׁגָּדְלָה,שגדלה
וּלְקַדְּשָׁהּ,ולקדשה
לְפִקֵּחַ,לפיקח
קִדּוּשֵׁיהֶן,קידושיהן
שֶׁקִּדְּשָׁן,שקידשן
בָּעֶרְוָה,בערווה
שֶׁהַמְּקַדֵּשׁ,שהמקדש
שֶׁפָּשְׁטָה,שפשטה
וְקִבְּלָה,וקיבלה
שֶׁתְּקַבַּל,שתקבל
בַּיְּבָמָה,ביבמה
כָּעֶרְוָה,כערווה
בְּגֶט,בגט
גּוֹיָה,גויה
שֶׁתִּשְׁתַּחְרַר,שתשתחרר
שֶׁנִּשְׁתַּחְרְרָה,שנשתחררה
כְּקִדּוּשֵׁי,כקידושי
שֶׁנִּשְׁתַּכַּר,שנשתכר
וּמִתְיַשְּׁבִין,ומתיישבין
שֶׁשּׁוֹוֶה,ששווה
שֶׁיִּפָּסֵד,שייפסד
שְׁלָחָן,שלחן
שֶׁרָצָת,שרצת
וּזְרָקָן,וזרקן
חֵיקָהּ,חיקה
חֲצֵרָהּ,חצרה
לְחֵיקָהּ,לחיקה
קִדּוּשַׁי,קידושיי
שֶׁדְּמֵי,שדמי
שֶׁשּׁוֹר,ששור
פִּרְשׁוֹ,פרשו
שֶׁיִּתְחַלַּל,שיתחלל
"""לַה'","""לה'"
כִּתְרוּמוֹת,כתרומות
בִּירֻשָּׁה,בירושה
מֵאֲבִי,מאבי
מִגָּרְנוֹ,מגורנו
שֶׁנּוֹתְנָהּ,שנותנה
וְטוֹבַת,וטובת
בְּחָמָס,בחמס
נִתְיָאֲשׁוּ,נתייאשו
לְהִתְבַּיַּשׁ,להתבייש
וַחֲלָקָהּ,וחלקה
שׁוּמַת,שומת
חֲמָסָהּ,חמסה
וּבִגְנֵבָה,ובגניבה
וּבְחָמָס,ובחמס
שִׁדּוּכִין,שידוכין
שִׁדַּךְ,שידך
שֶׁשָּׁתְקָה,ששתקה
שֶׁתִּטְּלֶנּוּ,שתיטלנו
שֶׁנְּטָלַתּוּ,שנטלתו
שֶׁנָּטְלָה,שנטלה
הַחוֹב,החוב
וּלְתָבְעוֹ,ולתובעו
בְּחוֹב,בחוב
בְּמַלְוָה,במלווה
בְּיָדֵךְ,בידך
שֶׁהַמַּלְוָה,שהמלווה
נִהְנֵית,נהנית
בַּמַּשְׁכּוֹן,במשכון
בַּהֲנָאַת,בהנאת
שֶׁאַרְוִיחַ,שארוויח
תּוֹבְעָהּ,תובעה
כְּרִבִּית,כריבית
וּבְחוֹב,ובחוב
אֶצְלִיךְ,אצליך
וּבִפְרוּטָה,ובפרוטה
בַּחוֹב,בחוב
שֶׁהִשְׁאִילָהּ,שהשאילה
הַפִּקָּדוֹן,הפיקדון
וְהַשְּׁאֵלָה,והשאלה
שֶׁאֲדַבַּר,שאדבר
לַשִּׁלְטוֹן,לשלטון
וְדִבַּר,ודיבר
הַשִּׁלְטוֹן,השלטון
שֶׁהַהֲנָאָה,שההנאה
כְּמַלְוָה,כמלווה
שֶׁאֶעֱשֶׂה,שאעשה
עִמֵּךְ,עימך
וְאֶתְקַדַּשׁ,ואתקדש
נִהְנָת,נהנת
בִּרְצוֹנָהּ,ברצונה
בִּרְצוֹנֵךְ,ברצונך
וְהִתְקַדְּשִׁי,והתקדשי
בִּגְלָלִי,בגללי
וּלְקָחוֹ,ולקחו
שֶׁהֲנָאָה,שהנאה
תַּקְנֶה,תקנה
שֶׁאֶתֵּן,שאתן
שֶׁתַּחְזִירִיהוּ,שתחזיריהו
הִחְזִירָה,החזירה
הִחְזִירַתּוּ,החזירתו
נִתְקַיַּם,נתקיים
תִּתְקַדַּשׁ,תתקדש
הַמָּחְבָּאִים,המוחבאים
תִּשְׁוֶה,תשווה
בִּתְמָרָה,בתמרה
וּבְזוֹ,ובזו
בַּתְּנָאי,בתנאי
לַלַּאו,ללאו
וְיִתְקַיַּם,ויתקיים
הַמֶּקָּח,המקח
הַמַּתָּנָה,המתנה
תִּתְּנִי,תיתני
תִתְּנִי,תיתני
כָפַל,כפל
לְהִין,להין
תַּעֲלִי,תעלי
תֵּרְדִי,תרדי
לַתְּהוֹם,לתהום
תַעֲלִי,תעלי
תֵרְדִי,תרדי
כְּמַפְלִיגָהּ,כמפליגה
תֹאכְלִי,תאכלי
תִתְקַדַּשׁ,תתקדש
תִתְגָּרַשׁ,תתגרש
בִּתְנָאוֹ,בתנאו
וּמָנְעָה,ומנעה
יִפְטֹר,יפטור
שֶׁחִיְּבָה,שחייבה
תְּנָאָךְ,תנאך
וּשְׁאֵר,ושאר
בָּעוֹנָה,בעונה
עַצְמָךְ,עצמך
בִּתְנָאָךְ,בתנאך
שֶׁיִּתְעַמַּר,שיתעמר
לְהִתְעַמַּר,להתעמר
מָנְעָה,מנעה
מִלְּהִשְׁתַּעְבַּד,מלהשתעבד
וּלְאָחִיהָ,ולאחיה
שֶׁיַּשִּׂיא,שישיא
שֶׁהַתְּנָאי,שהתנאי
שֶׁכְּפִילַת,שכפילת
מִתְּנָאי,מתנאי
"יַעַבְרוּ""","יעברו"""
כְּשֶׁיִּתְקַיַּם,כשיתקיים
שֶׁנִּתְקַיַּם,שנתקיים
הַמָאתַיִם,המאתיים
בַּגִּטִּין,בגיטין
וּבַמְּמוֹנוֹת,ובממונות
כְּמַפְלִיג,כמפליג
שֶׁתִּתְּנִי,שתיתני
לַתְּנָאי,לתנאי
וְתִתְגָּרַשׁ,ותתגרש
יְמַחֶה,ימחה
וּמִחָה,ומיחה
תִפֹּל,תיפול
לְקַלְקְלָהּ,לקלקלה
שֶׁאַרְאֵךְ,שאראך
וְיַרְאֶנָּה,ויראנה
הֶרְאָהּ,הראה
הַזּוּזִים,הזוזים
שֶׁהֶרְאָהּ,שהראה
שֶׁיַּרְאֶנָּה,שיראנה
וְהֶרְאָהּ,והראה
שֶׁמַּשְׁמַע,שמשמע
שֶׁעִמִּי,שעימי
הַנְּקָעִים,הנקעים
כִּסְלָעִים,כסלעים
נִמְדָּדִין,נמדדין
תִתְקַשַּׁט,תתקשט
חַרּוּבִין,חרובין
יִתְבָּאֲרוּ,יתבארו
וְזִיעָה,וזיעה
וְדַדִּין,ודדין
לְדַד,לדד
וּנְשִׁיכַת,ונשיכת
וְשׁוּמָה,ושומה
הַפַּדַּחַת,הפדחת
מִשְּׁעַר,משיער
הַשּׁוּמָה,השומה
שֶׁיְּתֵרָה,שיתרה
וְרִפָּא,וריפא
וְרִפְּאוֹ,וריפאו
נִרְפְּאוּ,נרפאו
בְּזוּזִים,בזוזים
שֶׁנִּתְאַכְּלוּ,שנתאכלו
תֵאָסֵר,תיאסר
כִּפְנוּיָה,כפנויה
שֶׁתִּהְיִי,שתהיי
וּכְשֶׁיְּגָרַשׁ,וכשיגרש
שֶׁאֶתְגַּיַּר,שאתגייר
שֶׁאֶשְׁתַּחְרַר,שאשתחרר
אִשְׁתָּךְ,אשתך
וְהֻכַּר,והוכר
וּלְקַדַּשׁ,ולקדש
מִשֶּׁלָּקְחָה,משלקחה
שֶׁאַשְׁלִים,שאשלים
בְּשֶׁאָמַר,בשאמר
יַחְלִיפֶנּוּ,יחליפנו
אֲקַדַּשׁ,אקדש
תָּבְעוּ,תבעו
קַדְּשָׁהּ,קדשה
לִשְׁלוּחָהּ,לשלוחה
קַבַּל,קבל
שֶׁמַּרְאָה,שמראה
חֲזָרָתָם,חזרתם
שֶׁבִּטְּלוֹ,שביטלו
וּבִטְּלָה,וביטלה
כְּשֶׁכָּנַס,כשכנס
שֶׁבֵּיתִי,שביתי
שֶׁהִטְעַתּוּ,שהטעתו
וּבְכֻלָּם,ובכולם
לְהִתְקַדַּשׁ,להתקדש
שֶׁהִטְעַנִי,שהטעני
שֶׁהִטְעַתְנִי,שהטעתני
וּבֻרְסִי,ובורסי
שֶׁשְּׁמִי,ששמי
שְׁאֵינִי,שאיני
וִיתַרְגַּם,ויתרגם
אֻנְקֳלוֹס,אונקלוס
קָרָאָה,קראה
תַּנָּאָה,תנאה
וּכְבֶן,וכבן
וְאוֹמְרוֹ,ואומרו
כְּרִבִּי,כרבי
כְּאַבְנֵר,כאבנר
וּכְיוֹאָב,וכיואב
מִתְיָרְאִים,מתייראים
עָשְׁרוֹ,עושרו
הִרְהַר,הירהר
שֶׁעֲווֹן,שעוון
וּמִשֶּׁיְּהַרְהַר,ומשיהרהר
תְּפֹשׂ,תפוש
"בְּלִבָּם""","בליבם"""
כּוֹהֶנֶת,כוהנת
הִטְעַתּוּ,הטעתו
הִטְעָה,הטעה
שֶׁקִּבְּלַתָּהּ,שקיבלתה
מִבְּנוֹתֶיךָ,מבנותיך
שֶׁהַקִּדּוּשִׁין,שהקידושין
לְבִתָּהּ,לבתה
בִּרְחוֹקִין,ברחוקין
קְרוֹבָתָהּ,קרובתה
הַשְּׁלִיחוּת,השליחות
מִבָּנַי,מבניי
הַמְּקֻדֶּשֶׁת,המקודשת
בִּבְנוֹתָיו,בבנותיו
וְאוֹסְרָהּ,ואוסרה
שֶׁלִּפְלוֹנִי,שלפלוני
שֶׁקִּדַּשְׁתִּיהָ,שקידשתיה
נִתְקַדַּשְׁתִּי,נתקדשתי
שֶׁקִּדַּשְׁתִּיךְ,שקידשתיך
תְּקָפוֹ,תקפו
תַּרְגִּיל,תרגיל
לְהַתִּירָהּ,להתירה
וְהָאֵם,והאם
בְּשֶׁטָּעַן,בשטען
שֶׁשִּׁלְּחוֹ,ששילחו
בִּקְרוֹבֵי,בקרובי
לַשּׁוֹלֵחַ,לשולח
בִּטְּלָה,ביטלה
שֶׁהַכְּתֻבָּה,שהכתובה
שֶׁקִּדַּשְׁתַּנִי,שקידשתני
וְכָתַבְתָּ,וכתבת
שֶׁתֻּחְזַק,שתוחזק
דּוֹלְקִים,דולקים
וּמִטּוֹת,ומיטות
שְׂמֵחוֹת,שמחות
אַמְתְּלָה,אמתלה
הָאַמְתְּלָה,האמתלה
תֻחְזַק,תוחזק
שֶׁנִּשְׁמְעוּ,שנשמעו
לָאַמְתְּלָה,לאמתלה
שֶׁתִּתְאָרַס,שתתארס
הוּבְלוּ,הובלו
הַסִּבְלוֹנוֹת,הסבלונות
הַכְּתֻבָּה,הכתובה
שׁוֹכְנִים,שוכנים
וְרָאִינוּ,וראינו
בִּדְבָרֶיהָ,בדבריה
וְיִתְיַחַד,ויתייחד
וְיַפְרִישֶׁנָּה,ויפרישנה
וּמִשֶּׁתִּכָּנֵס,ומשתיכנס
לִבְעִילָה,לבעילה
וְנִתְיַחַד,ונתייחד
גָמְרוּ,גמרו
כַּאֲרוּסָה,כארוסה
כְּשַׂמַּחֲךָ,כשמחך
וְרִנָּה,ורינה
וּמֵחוּצוֹת,ומחוצות
מִמִּשְׁתֶּה,ממשתה
מִנְּגִינָתָם,מנגינתם
הַמְּאָרֵס,המארס
וְהֶחָתָן,והחתן
וְהַתּוֹסֶפֶת,והתוספת
דֵּינָרִים,דינרים
וְלַבְּעוּלָה,ולבעולה
שֶׁמָּחֲלָה,שמחלה
הַמּוֹכֶרֶת,המוכרת
וְהַמְּאָרֵס,והמארס
שֶׁתַּקָּנַת,שתקנת
שֶׁהֶחָתָן,שהחתן
"""מַלֵּא","""מלא"
שְׁבֻעַ,שבוע
"זֹאת""","זאת"""
שֶׁיִּטְרַח,שיטרח
בִּסְעוֹדַת,בסעודת
טְעָנַת,טענת
שֶׁהַנּוֹשֵׂא,שהנושא
וּתְבָעָהּ,ותבעה
הַתְּבִיעָה,התביעה
לְפַרְנַס,לפרנס
תְּבָעָהּ,תבעה
הַבְּגָר,הבגר
בְּבַגְרוּתָהּ,בבגרותה
מִשֶּׁתָּבְעָה,משתבעה
כָנַס,כנס
שֶׁפָּרְסָה,שפרסה
כְּשֶׁהִגִּיעַ,כשהגיע
תַּבְרִיא,תבריא
נֶחְלְצָה,נחלצה
שֶׁמִּשֶּׁנִּשֵּׂאת,שמשנישאת
כִּבְעוּלָה,כבעולה
גִּיּוֹרֶת,גיורת
נִשְׁתַּחְרְרָה,נשתחררה
וְנִפְדֵּית,ונפדית
כִּבְעוּלוֹת,כבעולות
שֶׁבִּיאַת,שביאת
הַשּׁוֹטָה,השוטה
יִמָּנְעוּ,יימנעו
יִשְּׂאוּ,יישאו
מִתְּנָאיֵי,מתנאיי
וְנִתְפַּקְּחָה,ונתפקחה
וּתְנָאיֵי,ותנאיי
שֶׁנִּתְפַּקַּח,שנתפקח
לִנְשֵׁיהֶם,לנשיהם
שֶׁהִבְרִיאוּ,שהבריאו
שֶׁהִשִּׂיאוּ,שהשיאו
לַקְּטַנָּה,לקטנה
וְיִוָּדַע,וייוודע
וְקִיְּמָהּ,וקיימה
שֶׁנִּתְגַּיַּר,שנתגייר
וְהַמִּתְיַחֵד,והמתייחד
שֶׁחֶזְקָתָהּ,שחזקתה
וְטוֹעֵן,וטוען
לַבְּתוּלִים,לבתולים
שֶׁשּׁוֹתְתִין,ששותתין
וְטָעַן,וטען
מְצָאַנִי,מצאני
שֶׁנָּפַלְתִּי,שנפלתי
וְהִכַּנִי,והכני
בְּתוּלַי,בתוליי
לְמָנֶה,למנה
בִּטְעָנָתוֹ,בטענתו
שֶׁנִּתְאָרַסְתִּי,שנתארסתי
נֶאֱנַסְתְּ,נאנסת
וּמֶקָּחִי,ומקחי
שֶׁאֵרַסְתִּיךְ,שאירסתיך
נִבְעַלְתְּ,נבעלת
שֶׁטּוֹעֵן,שטוען
לְחַיְּבֵנִי,לחייבני
בְּמִשְׁפַּחְתָּהּ,במשפחתה
שֶׁיִּבַּשׁ,שייבש
שֶׁתַּבְרִיא,שתבריא
שְׁנוֹתֶיהָ,שנותיה
הַבּוֹגְרוֹת,הבוגרות
וְנִתְרַפּוּ,ונתרפו
בָגְרָה,בגרה
הִטֵּיתָה,הטיתה
בָּעַלְתָ,בעלת
הִרְגַּשְׁתָּ,הרגשת
שֶׁהַבּוֹגֶרֶת,שהבוגרת
בְּנֻסְחָאוֹת,בנוסחאות
בָּדַקְתִּי,בדקתי
וְקַדְמוֹנִים,וקדמונים
מַכְחֶשֶׁת,מכחשת
וְהוֹפֵךְ,והופך
הִכְחִישַׁתּוּ,הכחישתו
שֶׁהוֹדָת,שהודת
בִּנְקִיטַת,בנקיטת
לְהַשְׁבִּיעוֹ,להשביעו
מְצָאָהּ,מצאה
תַּפְסִיד,תפסיד
שֶׁהִפְסִידָהּ,שהפסידה
כְּשֶׁנּוֹשֵׂא,כשנושא
הַמְּשֻׁחְרֶרֶת,המשוחררת
וְיִזְכֶּה,ויזכה
וְהָעֲשָׂרָה,והעשרה
"וְעֹנָתָהּ""","ועונתה"""
"""שְׁאֵרָהּ""","""שארה"""
"""כְּסוּתָהּ""","""כסותה"""
כְּמַשְׁמָעָהּ,כמשמעה
"""עֹנָתָהּ""","""עונתה"""
וְהַשִׁבְעָה,והשבעה
תְּנָאיֵי,תנאיי
לְרַפּוֹתָהּ,לרפותה
וְלִפְדּוֹתָהּ,ולפדותה
נִשְׁבָּת,נשבת
וּלְקָבְרָהּ,ולקוברה
כֶּשֶּׁתָמוּת,כשתמות
נִזֹּנֶת,ניזונת
אַלְמְנוּתָהּ,אלמנותה
בְּנוֹתֶיהָ,בנותיה
שֶׁיִּתְאָרְסוּ,שיתארסו
בַּיְּרֻשָּׁה,בירושה
וְהָאַרְבָּעָה,והארבעה
וּפִדְיוֹנָהּ,ופדיונה
יְרֻשָּׁתוֹ,ירושתו
זָנֵךְ,זנך
יַסְפִּיק,יספיק
כָתְבוּ,כתבו
בָּאַרְבָּעָה,בארבעה
וְזָכָת,וזכת
שֶׁהִתְנָת,שהתנת
שֶׁנִּתְקַבְּלָה,שנתקבלה
הִתְנָת,התנת
תְּנָאָהּ,תנאה
שֶׁיְּרֻשַּׁת,שירושת
שֶׁבַּיְּרֻשָּׁה,שבירושה
"""לְחֻקַּת","""לחוקת"
לְהַדְלָקַת,להדלקת
לְכִבּוּס,לכיבוס
תַּבְשִׁילֵי,תבשילי
הַמְּטַמְּאָן,המטמאן
מַאֲכִילָן,מאכילן
שֶׁיִּגְדְּלוּ,שיגדלו
גּוֹעֲרִין,גוערין
וּפוֹצְרִין,ופוצרין
אֶפְרוֹחָיו,אפרוחיו
לְזוּנָם,לזונם
אָמוּד,אמוד
הַמַּסְפֶּקֶת,המספקת
שֶׁיַּגְדִּילוּ,שיגדילו
לִתְבֹּעַ,לתבוע
לִמְזוֹנוֹתֶיהָ,למזונותיה
וְיִטְעֹן,ויטעון
שֶׁפּוֹסְקִין,שפוסקין
שֶׁנִּזֹּנֶת,שניזונת
לַיּוֹרֵשׁ,ליורש
וְזָנָהּ,וזנה
לְתָבְעוֹ,לתובעו
תָבְעָה,תבעה
וְנִתְפָּרְנַסְתִּי,ונתפרנסתי
הֶסֵּת,היסת
דָּחֲקָה,דחקה
תִטְעֹם,תטעום
מִיָּמֶיהָ,מימיה
וְקִיַּם,וקיים
נִדְרָהּ,נדרה
וְלוֹבֶשֶׁת,ולובשת
בְּלָאוֹתֵיהֶן,בלאותיהן
לְמָתְנֶיהָ,למותניה
וּמַנְעָל,ומנעל
שֶׁלּוֹבֶשֶׁת,שלובשת
וּמָדוֹר,ומדור
וּבַקְבּוּק,ובקבוק
וְהַמָּדוֹר,והמדור
שֶׁשּׂוֹכֵר,ששוכר
וּפַדַּחְתָּהּ,ופדחתה
וּפוּךְ,ופוך
וְסָרָק,וסרק
בְּעָשִׁיר,בעשיר
וְהַתַּכְשִׁיט,והתכשיט
קָצְרָה,קצרה
כְּעָנִי,כעני
שֶׁיַּעְשִׁיר,שיעשיר
לִמְזוֹנוֹתָיו,למזונותיו
לִכְסוּתוֹ,לכסותו
וּמְדוֹרוֹ,ומדורו
שֶׁתִּתְקַשַּׁט,שתתקשט
נִתְחָרַשׁ,נתחרש
בִּטְעָנַת,בטענת
בָּעֲנִיּוֹת,בענייות
יְקַיַּם,יקיים
וּבָעֲשִׁירוֹת,ובעשירות
בַּכְּרָכִים,בכרכים
וּבַכְּפָרִים,ובכפרים
תִנְעֹל,תנעול
וּבַכְּרָכִים,ובכרכים
תַשְׁאִיל,תשאיל
הַשְּׁכֵנוֹת,השכנות
וּלְהַשְׁאִילָן,ולהשאילן
בִּשְׁכוּנוֹתֶיהָ,בשכונותיה
תֶאֱרֹג,תארוג
שֶׁמַּשִּׂיאַתּוּ,שמשיאתו
בִּשְׁכוּנוֹתָיו,בשכונותיו
רָדִיד,רדיד
הַפָּחוּת,הפחות
הָרְדִידִין,הרדידין
לִגְמֹל,לגמול
לְרֵעוֹתֶיהָ,לריעותיה
וְלִקְרוֹבוֹתֶיהָ,ולקרובותיה
הַסֹּהַר,הסוהר
בָּרְחוֹבוֹת,ברחובות
יַנִּיחָהּ,יניחה
"פְּנִימָה""","פנימה"""
וְאִמֵּךְ,ואימך
אַחַיִךְ,אחייך
וְאַחְיוֹתַיִךְ,ואחיותייך
כְּשֶׁיֶּאְרַע,כשיארע
וְתֵלֵךְ,ותלך
וְאָבִיךָ,ואביך
שׁוֹכֶנֶת,שוכנת
שֶׁמְּרֵעִין,שמריעין
וּמְצֵרִין,ומצירין
בִּשְׁכוּנָתִי,בשכונתי
בִּפְרִיצוּת,בפריצות
בִּשְׁכוּנוֹת,בשכונות
מִכְּפָר,מכפר
לִכְפָר,לכפר
וּכְשֶׁמּוֹצִיאָהּ,וכשמוציאה
לְיָפֶה,ליפה
בַּנָּוֶה,בנווה
וּכְעוּרָה,וכעורה
וּכְפִי,וכפי
וְהָעֲנֻגִּים,והענוגים
שֶׁמַּכְשֶׁלֶת,שמכשלת
עוֹנָתָן,עונתן
וְהַאוֹרְגִין,והאורגין
וְהַבּוֹנִים,והבונים
הַמַּלָּחִין,המלחין
שֶׁתַּלְמוּד,שתלמוד
מֵתֵשׁ,מתש
מֵעוֹנָתָהּ,מעונתה
מַלָּח,מלח
וְעָנֹג,וענוג
מִנְיָנָן,מניינן
וּלְזוֹ,ולזו
לְהָעֵז,להעז
תִתְעַבַּר,תתעבר
כִּשְׁטוּת,כשטות
שֶׁעוֹנָתוֹ,שעונתו
